CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
12347,4,382.52,711.79,551.4875,2205.95,40.990956277340835,7.756295473605477,12.949522881298309,4.471542872685238,33.831682495070154,52,236,9
12348,3,227.44,892.8000000000001,495.74666666666667,1487.24,49.38005970791533,39.09792636023775,0.0,11.522013931846912,0.0,117,227,7
12350,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,60.4066985645933,11.692583732057415,27.900717703349276,0.0,0.0,179,179,0
12352,4,144.35,840.3,360.36999999999995,1441.4799999999998,85.88256514138249,0.7076060715375864,3.683713960651554,3.9542692232982777,5.771845603130116,131,165,5
12353,1,89.0,89.0,89.0,89.0,80.11235955056179,0.0,19.887640449438205,0.0,0.0,73,73,5
12354,1,1079.4,1079.4,1079.4,1079.4,54.35612377246617,14.950898647396702,11.020011117287384,3.0016675931072814,16.671298869742447,101,101,10
12355,1,459.4,459.4,459.4,459.4,63.16935132781889,0.0,11.558554636482372,0.0,25.27209403569874,83,83,0
12356,2,481.46,2271.6200000000003,1376.5400000000002,2753.0800000000004,46.10981155651125,9.87076292733956,10.065090734740727,26.544452031906086,7.409882749502375,114,194,10
12358,1,484.86,484.86,484.86,484.86,93.25578517510209,0.0,3.650538299715382,0.0,3.0936765251825267,19,19,5
12359,3,547.5,1803.1100000000008,1153.3100000000002,3459.9300000000003,67.61697490989702,4.227831198897088,10.73721144647435,2.7673970282635776,14.650585416467962,58,200,10
12360,1,1083.58,1083.58,1083.58,1083.58,62.88045183558205,10.793850015688736,15.897303383229666,0.9413241292751805,9.487070636224368,69,69,10
12361,1,189.9,189.9,189.9,189.9,81.35860979462875,0.0,18.64139020537125,0.0,0.0,156,156,5
12362,3,303.76000000000005,495.2400000000001,424.4000000000001,1273.2000000000003,55.894596292805524,4.5805843543826565,19.77301288092994,2.9084197298146397,16.843386742067228,24,164,0
12363,1,299.1,299.1,299.1,299.1,73.52056168505516,22.06619859578736,0.0,4.413239719157472,0.0,111,111,5
12365,2,320.69,320.69,320.69,641.38,74.93841404471608,0.785805606660638,16.55804671177773,3.0792977641959527,4.6384358726496,160,160,5
12370,3,277.2,1587.07,934.2200000000001,2802.6600000000003,31.90433374008977,12.200552332427048,17.351373338185866,21.278000185538023,17.265740403759285,143,229,10
12372,2,399.22,515.7,457.46000000000004,914.9200000000001,51.643859572421626,13.588073274166046,26.166222183360293,0.0,8.601844970052026,81,165,0
12373,1,364.6,364.6,364.6,364.6,45.20021941854087,13.98793198025233,35.957213384530995,0.0,4.85463521667581,180,180,0
12377,2,626.6,1001.5199999999998,814.06,1628.12,40.88150750558927,12.279193179863894,16.69410117190379,1.2161265754367,28.92907156720635,184,223,10
12379,1,457.88999999999993,457.88999999999993,457.88999999999993,457.88999999999993,40.632029526742244,16.248443949420167,21.0181484636048,0.0,22.10137806023281,39,39,0
12380,1,607.5500000000001,607.5500000000001,607.5500000000001,607.5500000000001,38.35075302444243,10.863303431816309,37.124516500699514,0.0,13.661427043041725,54,54,10
12383,5,99.45,639.9099999999999,367.86199999999997,1839.31,54.622657409572064,25.780319793835734,7.274467055580626,0.8318336767592196,11.490722064252356,53,221,0
12386,2,143.0,258.90000000000003,200.95000000000002,401.90000000000003,67.92734511072406,27.668574272207014,4.404080617068923,0.0,0.0,206,235,5
12388,4,124.05,902.0900000000004,417.0850000000001,1668.3400000000004,31.8400326072623,11.242312718031094,20.492225805291483,7.048922881427046,29.376505987988054,17,195,0
12393,3,177.00000000000003,462.5,353.70000000000005,1061.1000000000001,46.8381867872962,0.9612666101215717,20.32796154933559,1.8659881255301098,30.006596927716522,114,201,0
12394,1,381.08,381.08,381.08,381.08,74.36233861656345,3.56880445050908,4.644694027500789,0.0,17.424162905426684,86,86,5
12395,7,149.97000000000003,346.1,245.11714285714288,1715.8200000000002,28.95700015153104,41.95428424893055,14.14775442645499,2.049165996433192,12.891795176650229,31,240,7
12397,1,1214.81,1214.81,1214.81,1214.81,58.350688585046214,13.338711403429349,10.579432174578741,0.9631135733159917,16.768054263629704,4,4,10
12399,3,130.08,480.9,299.6766666666667,899.0300000000001,35.47156379653626,47.050710209892884,8.371244563585195,4.151140673837358,4.955340756148292,52,130,7
12401,1,84.3,84.3,84.3,84.3,82.20640569395017,0.0,0.0,0.0,17.793594306049823,172,172,5
12402,1,225.6,225.6,225.6,225.6,50.53191489361703,0.0,49.46808510638297,0.0,0.0,192,192,3
12405,1,1710.3900000000006,1710.3900000000006,1710.3900000000006,1710.3900000000006,46.91678506071712,12.495395786925783,18.785774004759144,5.8320032273341145,15.970041920263792,17,17,2
12406,1,1486.7,1486.7,1486.7,1486.7,38.80271742786036,5.440236765991793,25.058182551960723,4.076141790542813,26.62272146364431,52,52,2
12407,4,192.34,719.0600000000001,351.84,1407.36,54.056531377899056,24.650409276944067,12.93698840381992,0.0,8.356070941336972,3,133,0
12408,3,56.900000000000006,751.4900000000001,486.97333333333336,1460.92,44.064014456643754,13.891246611724117,24.97672699394902,0.0,17.068011937683103,44,129,0
12409,1,6196.289999999999,6196.289999999999,6196.289999999999,6196.289999999999,54.86928468486789,8.42084537683033,12.862535484943411,0.0,23.847334453358386,51,51,2
12410,2,68.0,613.0799999999999,340.53999999999996,681.0799999999999,85.83426322898926,1.4800023492100782,5.197627297821109,2.5547659599459682,4.933341164033594,177,177,5
12412,2,376.24,514.5,445.37,890.74,41.920201181040476,15.39843276376945,10.427285178615534,6.938051507735142,25.316029368839395,6,38,0
12413,2,84.65,415.3,249.97500000000002,499.95000000000005,48.92489248924892,14.68146814681468,21.512151215121513,0.0,14.881488148814881,105,206,0
